aardvark, UKPRON, ˈɑːd.vɑːk
traverse, UKPRON, trəˈvɜːs
travesties, REF, travesty
travesty, UKPRON, ˈtræv.ə.sti
travesty, UKPRON, ˈtræv.ə.sti
trawl, UKPRON, trɔːl
trawled, REF, trawl
trawl, UKPRON, trɔːl
trawler, UKPRON, ˈtrɔː.lər
trawlers, REF, trawler
trawler, UKPRON, ˈtrɔː.lər
trawling, REF, trawl
trawl, UKPRON, trɔːl
trawlnet, NA, Not in dictionary
trawls, REF, trawl
trawl, UKPRON, trɔːl
tray, UKPRON, treɪ
trays, REF, tray
tray, UKPRON, treɪ
treacherous, UKPRON, ˈtretʃ.ər.əs
treacherously, NA, Not in dictionary
treachery, UKPRON, ˈtretʃ.ər.i
treacle, REF, golden-syrup
golden-syrup, UKPRON, ˌɡəʊl.dən ˈsɪr.əp
treacle, UKPRON, ˈtriː.kəl
tread, UKPRON, tred
treader, NA, Not in dictionary
treading, REF, tread
tread, UKPRON, tred
treadle, UKPRON, ˈtred.əl
treadmill, UKPRON, ˈtred.mɪl
treadmills, REF, treadmill
treadmill, UKPRON, ˈtred.mɪl
treads, REF, tread
tread, UKPRON, tred
treason, UKPRON, ˈtriː.zən
treasonable, UKPRON, ˈtriː.zən.ə.bəl
treasonous, REF, treasonable
treasonable, UKPRON, ˈtriː.zən.ə.bəl
treasons, NA, Not in dictionary
treasure, UKPRON, ˈtreʒ.ər
treasured, REF, treasure
treasure, UKPRON, ˈtreʒ.ər
treasurer, UKPRON, ˈtreʒ.ər.ər
treasurers, REF, treasurer
treasurer, UKPRON, ˈtreʒ.ər.ər
treasurership, NA, Not in dictionary
treasures, REF, treasure
treasure, UKPRON, ˈtreʒ.ər
treasuries, REF, treasury-bond
treasury-bond, UKPRON, ˈtreʒ.ər.i ˌbɒnd
treasuries, UKPRON, ˈtreʒəriz
treasuring, REF, treasure
treasure, UKPRON, ˈtreʒ.ər
treasury, UKPRON, ˈtreʒ.ər.i
treat, UKPRON, triːt
treatable, UKPRON, ˈtriː.tə.bəl
treated, REF, treat
treat, UKPRON, triːt
treaties, REF, treaty
treaty, UKPRON, ˈtriː.ti
treating, REF, treat
treat, UKPRON, triːt
treatise, UKPRON, ˈtriː.tɪs
treatises, REF, treatise
treatise, UKPRON, ˈtriː.tɪs
treatment, UKPRON, ˈtriːt.mənt
treatments, REF, treatment
treatment, UKPRON, ˈtriːt.mənt
treats, REF, treat
treat, UKPRON, triːt
treaty, UKPRON, ˈtriː.ti
treble, UKPRON, ˈtreb.əl
trebled, REF, treble
treble, UKPRON, ˈtreb.əl
trebles, REF, treble
treble, UKPRON, ˈtreb.əl
trebling, REF, treble
treble, UKPRON, ˈtreb.əl
tree, UKPRON, triː
treeless, NA, Not in dictionary
trees, REF, sycamore
sycamore, UKPRON, ˈsɪk.ə.mɔːr
treetop, UKPRON, ˈtriː.tɒp
treetops, UKPRON, ˈtriː.tɒps
trefoil, NA, Not in dictionary
trefoils, NA, Not in dictionary
trek, UKPRON, trek
trekked, REF, trek
trek, UKPRON, trek
trekker, NA, Not in dictionary
trekkers, NA, Not in dictionary
trekking, UKPRON, ˈtrek.ɪŋ
treks, REF, trek
trek, UKPRON, trek
trellis, UKPRON, ˈtrel.ɪs
trellised, NA, Not in dictionary
trellises, REF, trellis
trellis, UKPRON, ˈtrel.ɪs
tremble, UKPRON, ˈtrem.bəl
trembled, REF, tremble
tremble, UKPRON, ˈtrem.bəl
trembler, NA, Not in dictionary
trembles, REF, tremble
tremble, UKPRON, ˈtrem.bəl
trembling, REF, tremble
tremble, UKPRON, ˈtrem.bəl
tremblingly, NA, Not in dictionary
tremblings, NA, Not in dictionary
tremendous, UKPRON, trɪˈmen.dəs
tremendously, UKPRON, trɪˈmen.dəs.li
tremolo, UKPRON, ˈtrem.əl.əʊ
tremor, UKPRON, ˈtrem.ər
tremors, REF, tremor
tremor, UKPRON, ˈtrem.ər
tremulous, UKPRON, ˈtrem.jə.ləs
tremulously, UKPRON, ˈtrem.jə.ləs.li
tremulousness, NA, Not in dictionary
trench, UKPRON, trentʃ
trenchant, UKPRON, ˈtren.tʃənt
trenchantly, UKPRON, ˈtren.tʃənt.li
trenched, NA, Not in dictionary
trencher, UKPRON, ˈtren.tʃər
trenches, NA, No UK prononciation
trenching, NA, Not in dictionary
trend, UKPRON, trend
trendier, REF, trendy
trendy, UKPRON, ˈtren.di
trendiest, REF, trendy
trendy, UKPRON, ˈtren.di
trendiness, NA, Not in dictionary
trends, REF, trend
trend, UKPRON, trend
trendy, UKPRON, ˈtren.di
trepanned, NA, Not in dictionary
trepidation, UKPRON, ˌtrep.ɪˈdeɪ.ʃən
trepidations, NA, Not in dictionary
trespass, UKPRON, ˈtres.pəs
trespassed, REF, trespass
trespass, UKPRON, ˈtres.pəs
trespasser, UKPRON, ˈtres.pə.sər
trespassers, REF, trespasser
trespasser, UKPRON, ˈtres.pə.sər
trespasses, REF, trespass
trespass, UKPRON, ˈtres.pəs
trespassing, REF, trespass
trespass, UKPRON, ˈtres.pəs
tress, UKPRON, tres
tresses, UKPRON, ˈtres.ɪz
trestle, UKPRON, ˈtres.əl
trestles, REF, trestle
trestle, UKPRON, ˈtres.əl
trews, UKPRON, truːz
triad, UKPRON, ˈtraɪ.æd
triadic, NA, Not in dictionary
triads, REF, triad
triad, UKPRON, ˈtraɪ.æd
triage, UKPRON, ˈtriː.ɑːʒ
trial, UKPRON, traɪəl
trials, REF, trial
trial, UKPRON, traɪəl
triangle, UKPRON, ˈtraɪ.æŋ.ɡəl
triangles, REF, triangle
triangle, UKPRON, ˈtraɪ.æŋ.ɡəl
triangular, UKPRON, traɪˈæŋ.ɡjə.lər
triangulate, UKPRON, traɪˈæŋ.ɡjə.leɪt
triangulated, NA, Not in dictionary
triangulating, NA, Not in dictionary
triangulation, UKPRON, traɪˌæŋ.ɡjʊˈleɪ.ʃən
triangulations, NA, Not in dictionary
triathlon, UKPRON, traɪˈæθ.lɒn
triatomic, NA, Not in dictionary
tribal, UKPRON, ˈtraɪ.bəl
tribalism, UKPRON, ˈtraɪ.bəl.ɪ.zəm
tribally, UKPRON, ˈtraɪ.bəl.i
tribe, UKPRON, traɪb
tribes, REF, tribe
tribe, UKPRON, traɪb
tribesman, UKPRON, ˈtraɪbz.mən
tribesmen, REF, tribesman
tribesman, UKPRON, ˈtraɪbz.mən
tribespeople, UKPRON, ˈtraɪbzˌpiː.pəl
tribulation, UKPRON, ˌtrɪb.jəˈleɪ.ʃən
tribulations, REF, tribulation
tribulation, UKPRON, ˌtrɪb.jəˈleɪ.ʃən
tribunal, UKPRON, traɪˈbjuː.nəl
tribunals, REF, tribunal
tribunal, UKPRON, traɪˈbjuː.nəl
tribune, UKPRON, ˈtrɪb.juːn
tribunes, REF, tribune
tribune, UKPRON, ˈtrɪb.juːn
tributaries, REF, tributary
tributary, UKPRON, ˈtrɪb.jə.tər.i
tributary, UKPRON, ˈtrɪb.jə.tər.i
tribute, UKPRON, ˈtrɪb.juːt
tributes, REF, tribute
tribute, UKPRON, ˈtrɪb.juːt
trice, UKPRON, traɪs
trick, REF, trick-or-treating
trick-or-treating, UKPRON, ˌtrɪk.ɔːˈtriː.tɪŋ
trick, UKPRON, trɪk
tricked, REF, trick
trick, REF, trick-or-treating
trick-or-treating, UKPRON, ˌtrɪk.ɔːˈtriː.tɪŋ
trick, UKPRON, trɪk
trickery, UKPRON, ˈtrɪk.ər.i
trickier, REF, tricky
tricky, UKPRON, ˈtrɪk.i
trickiest, REF, tricky
tricky, UKPRON, ˈtrɪk.i
trickily, NA, Not in dictionary
tricking, REF, trick
trick, REF, trick-or-treating
trick-or-treating, UKPRON, ˌtrɪk.ɔːˈtriː.tɪŋ
trick, UKPRON, trɪk
trickle, UKPRON, ˈtrɪk.əl
trickled, REF, trickle
trickle, UKPRON, ˈtrɪk.əl
trickles, REF, trickle
trickle, UKPRON, ˈtrɪk.əl
trickling, REF, trickle
trickle, UKPRON, ˈtrɪk.əl
tricks, REF, trick
trick, REF, trick-or-treating
trick-or-treating, UKPRON, ˌtrɪk.ɔːˈtriː.tɪŋ
trick, UKPRON, trɪk
trickster, UKPRON, ˈtrɪk.stər
tricksters, REF, trickster
trickster, UKPRON, ˈtrɪk.stər
tricky, UKPRON, ˈtrɪk.i
tricolour, UKPRON, ˈtrɪk.əl.ər
tricolours, REF, tricolour
tricolour, UKPRON, ˈtrɪk.əl.ər
tricycle, UKPRON, ˈtraɪ.sɪ.kəl
tricycles, REF, tricycle
tricycle, UKPRON, ˈtraɪ.sɪ.kəl
trident, UKPRON, ˈtraɪ.dənt
trident, UKPRON, ˈtraɪ.dənt
tridents, REF, trident
trident, UKPRON, ˈtraɪ.dənt
trident, UKPRON, ˈtraɪ.dənt
tried, REF, try
try, UKPRON, traɪ
tried, UKPRON, traɪd
triennial, UKPRON, traɪˈen.i.əl
trier, UKPRON, ˈtraɪ.ər
tries, REF, try
try, UKPRON, traɪ
triffid, NA, Not in dictionary
triffids, NA, Not in dictionary
trifle, UKPRON, ˈtraɪ.fəl
trifled, REF, trifle-with-sb-sth
trifle-with-sb-sth, UKPRON, ˈtraɪ.fəl
trifler, NA, Not in dictionary
trifles, REF, trifle
trifle, UKPRON, ˈtraɪ.fəl
trifling, UKPRON, ˈtraɪ.flɪŋ
trigger, UKPRON, ˈtrɪɡ.ər
triggered, UKPRON, ˈtrɪɡ.əd
triggerhappy, NA, Not in dictionary
triggering, UKPRON, ˈtrɪɡ.ər.ɪŋ
triggers, REF, trigger
trigger, UKPRON, ˈtrɪɡ.ər
triglyceride, NA, Not in dictionary
trigonometric, UKPRON, ˌtrɪɡ.ə.nəˈmet.rik
trigonometrical, NA, Not in dictionary
trigonometry, UKPRON, ˌtrɪɡ.əˈnɒm.ə.tri
trigram, NA, Not in dictionary
trigrams, NA, Not in dictionary
trigs, NA, Not in dictionary
trikes, REF, trike
trike, REF, tricycle
tricycle, UKPRON, ˈtraɪ.sɪ.kəl
trike, UKPRON, traɪk
trilateral, UKPRON, ˌtraɪˈlæt.ər.əl
trilby, UKPRON, ˈtrɪl.bi
trilingual, UKPRON, ˌtraɪˈlɪŋ.ɡwəl
trill, UKPRON, trɪl
trilled, REF, trill
trill, UKPRON, trɪl
trilling, REF, trill
trill, UKPRON, trɪl
trillion, UKPRON, ˈtrɪl.jən
trillions, NA, Not in dictionary
trills, REF, trill
trill, UKPRON, trɪl
trilobite, UKPRON, ˈtraɪ.lə.baɪt
trilobites, REF, trilobite
trilobite, UKPRON, ˈtraɪ.lə.baɪt
trilogies, REF, trilogy
trilogy, UKPRON, ˈtrɪl.ə.dʒi
trilogy, UKPRON, ˈtrɪl.ə.dʒi
trim, REF, trimming
trimming, UKPRON, ˈtrɪm.ɪŋ
trim, UKPRON, trɪm
trimaran, UKPRON, ˈtraɪ.mə.ræn
trimmed, UKPRON, trɪmd
trimmer, UKPRON, ˈtrɪm.ər
trimmers, REF, trimmer
trimmer, UKPRON, ˈtrɪm.ər
trimming, UKPRON, ˈtrɪm.ɪŋ
trimmings, NA, No UK prononciation
trimodal, NA, Not in dictionary
trims, REF, trim
trim, REF, trimming
trimming, UKPRON, ˈtrɪm.ɪŋ
trim, UKPRON, trɪm
trinidad, REF, trinidad-and-tobago
trinidad-and-tobago, UKPRON, ˌtrɪn.ɪ.dæd ənd təˈbeɪ.ɡəʊ
trinity, UKPRON, ˈtrɪn.ə.ti
trinity, UKPRON, ˈtrɪn.ə.ti
trinket, UKPRON, ˈtrɪŋ.kɪt
trinkets, REF, trinket
trinket, UKPRON, ˈtrɪŋ.kɪt
trio, UKPRON, ˈtriː.əʊ
trip, UKPRON, trɪp
tripartite, UKPRON, ˌtraɪˈpɑː.taɪt
tripe, UKPRON, traɪp
triplane, NA, Not in dictionary
triple, UKPRON, ˈtrɪp.əl
tripled, REF, triple
triple, UKPRON, ˈtrɪp.əl
triples, REF, triple
triple, UKPRON, ˈtrɪp.əl
triplet, UKPRON, ˈtrɪp.lət
triplets, REF, triplet
triplet, UKPRON, ˈtrɪp.lət
triplex, NA, Not in dictionary
triplicate, UKPRON, ˈtrɪp.lɪ.kət
triplication, NA, Not in dictionary
tripling, REF, triple
triple, UKPRON, ˈtrɪp.əl
triply, NA, Not in dictionary
tripod, UKPRON, ˈtraɪ.pɒd
tripods, REF, tripod
tripod, UKPRON, ˈtraɪ.pɒd
tripoli, NA, Not in dictionary
tripped, REF, trip
trip, UKPRON, trɪp
trippers, REF, tripper
tripper, UKPRON, ˈtrɪp.ər
tripping, REF, trip
trip, UKPRON, trɪp
trips, REF, trip
trip, UKPRON, trɪp
triptych, UKPRON, ˈtrɪp.tɪk
tripwire, UKPRON, ˈtrɪp.waɪər
tripwires, REF, tripwire
tripwire, UKPRON, ˈtrɪp.waɪər
trireme, NA, Not in dictionary
trisecting, NA, Not in dictionary
trisection, NA, Not in dictionary
trisector, NA, Not in dictionary
tristan, NA, Not in dictionary
trite, UKPRON, traɪt
triteness, UKPRON, ˈtraɪt.nəs
tritium, UKPRON, ˈtrɪt.i.əm
triumph, UKPRON, ˈtraɪ.əmf
triumphal, UKPRON, traɪˈʌm.fəl
triumphalism, UKPRON, traɪˈʌm.fəl.ɪ.zəm
triumphalist, UKPRON, traɪˈʌm.fəl.ɪst
triumphant, UKPRON, traɪˈʌm.fənt
triumphantly, UKPRON, traɪˈʌm.fənt.li
triumphed, REF, triumph
triumph, UKPRON, ˈtraɪ.əmf
triumphing, REF, triumph
triumph, UKPRON, ˈtraɪ.əmf
triumphs, REF, triumph
triumph, UKPRON, ˈtraɪ.əmf
triumvirate, UKPRON, traɪˈʌm.vɪ.rət
trivia, UKPRON, ˈtrɪv.i.ə
trivial, UKPRON, ˈtrɪv.i.əl
trivialisation, NA, Not in dictionary
trivialisations, NA, Not in dictionary
trivialise, REF, trivialize
trivialize, UKPRON, ˈtrɪv.i.ə.laɪz
trivialised, REF, trivialize
trivialize, UKPRON, ˈtrɪv.i.ə.laɪz
trivialises, REF, trivialize
trivialize, UKPRON, ˈtrɪv.i.ə.laɪz
trivialising, REF, trivialize
trivialize, UKPRON, ˈtrɪv.i.ə.laɪz
trivialities, REF, triviality
triviality, UKPRON, ˌtrɪv.iˈæl.ə.ti
triviality, UKPRON, ˌtrɪv.iˈæl.ə.ti
trivially, NA, Not in dictionary
trod, REF, tread
tread, UKPRON, tred
trod, UKPRON, trɒd
trodden, REF, tread
tread, UKPRON, tred
trodden, UKPRON, ˈtrɒd.ən
troglodyte, UKPRON, ˈtrɒɡ.lə.daɪt
troglodytes, REF, troglodyte
troglodyte, UKPRON, ˈtrɒɡ.lə.daɪt
troika, UKPRON, ˈtrɔɪ.kə
troikas, REF, troika
troika, UKPRON, ˈtrɔɪ.kə
troll, UKPRON, trəʊl
trolley, UKPRON, ˈtrɒl.i
trolleys, REF, trolley
trolley, UKPRON, ˈtrɒl.i
trolling, UKPRON, trəʊ.lɪŋ
trollish, NA, Not in dictionary
trolls, REF, troll
troll, UKPRON, trəʊl
trombone, UKPRON, trɒmˈbəʊn
trombones, REF, trombone
trombone, UKPRON, trɒmˈbəʊn
trombonist, UKPRON, trɒmˈbəʊ.nɪst
trombonists, REF, trombonist
trombonist, UKPRON, trɒmˈbəʊ.nɪst
troop, UKPRON, truːp
trooped, REF, troop
troop, UKPRON, truːp
trooper, UKPRON, ˈtruː.pər
troopers, REF, trooper
trooper, UKPRON, ˈtruː.pər
trooping, REF, troop
troop, UKPRON, truːp
troops, NA, No UK prononciation
troopship, UKPRON, ˈtruːp.ʃɪp
trope, UKPRON, trəʊp
tropes, REF, trope
trope, UKPRON, trəʊp
trophies, REF, trophy
trophy, UKPRON, ˈtrəʊ.fi
trophy, UKPRON, ˈtrəʊ.fi
tropic, UKPRON, ˈtrɒp.ɪk
tropical, UKPRON, ˈtrɒp.ɪ.kəl
tropically, NA, Not in dictionary
tropics, NA, No UK prononciation
tropopause, NA, Not in dictionary
troposphere, UKPRON, ˈtrɒp.əs.fɪər
tropospheric, NA, Not in dictionary
trot, UKPRON, trɒt
trots, REF, trot
trot, UKPRON, trɒt
trotted, REF, trot
trot, UKPRON, trɒt
trotter, UKPRON, ˈtrɒt.ər
trotters, REF, trotter
trotter, UKPRON, ˈtrɒt.ər
trotting, REF, trot
trot, UKPRON, trɒt
troubadour, UKPRON, ˈtruː.bə.dɔːr
troubadours, REF, troubadour
troubadour, UKPRON, ˈtruː.bə.dɔːr
trouble, UKPRON, ˈtrʌb.əl
troubled, UKPRON, ˈtrʌb.əld
troublemaker, UKPRON, ˈtrʌb.əlˌmeɪ.kər
troublemakers, REF, troublemaker
troublemaker, UKPRON, ˈtrʌb.əlˌmeɪ.kər
troubles, UKPRON, ˈtrʌb.əlz
troubleshooter, UKPRON, ˈtrʌb.əlˌʃuː.tər
troubleshooters, REF, troubleshooter
troubleshooter, UKPRON, ˈtrʌb.əlˌʃuː.tər
troubleshooting, UKPRON, ˈtrʌb.əlˌʃuː.tɪŋ
troublesome, UKPRON, ˈtrʌb.əl.səm
troublesomeness, NA, Not in dictionary
troubling, UKPRON, ˈtrʌb.əl.ɪŋ
trough, UKPRON, trɒf
troughs, REF, trough
trough, UKPRON, trɒf
trounce, UKPRON, traʊns
trounced, REF, trounce
trounce, UKPRON, traʊns
trounces, REF, trounce
trounce, UKPRON, traʊns
trouncing, UKPRON, ˈtraʊn.sɪŋ
troupe, UKPRON, truːp
trouper, UKPRON, ˈtruː.pər
troupers, REF, trouper
trouper, UKPRON, ˈtruː.pər
troupes, REF, troupe
troupe, UKPRON, truːp
trouser, UKPRON, ˈtraʊ.zər
trousers, UKPRON, ˈtraʊ.zəz
trout, UKPRON, traʊt
trouts, REF, trout
trout, UKPRON, traʊt
trove, REF, treasure-trove
treasure-trove, UKPRON, ˈtreʒ.ə ˌtrəʊv
trowel, UKPRON, traʊəl
trowels, REF, trowel
trowel, UKPRON, traʊəl
troy, NA, Not in dictionary
truancy, UKPRON, ˈtruː.ən.si
truant, UKPRON, ˈtruː.ənt
truanting, REF, truant
truant, UKPRON, ˈtruː.ənt
truants, REF, truant
truant, UKPRON, ˈtruː.ənt
truce, UKPRON, truːs
truces, REF, truce
truce, UKPRON, truːs
truck, UKPRON, trʌk
trucks, REF, truck
truck, UKPRON, trʌk
truculence, UKPRON, ˈtrʌk.jə.ləns
truculent, UKPRON, ˈtrʌk.jə.lənt
truculently, UKPRON, ˈtrʌk.jə.lənt.li
trudge, UKPRON, trʌdʒ
trudged, REF, trudge
trudge, UKPRON, trʌdʒ
trudges, REF, trudge
trudge, UKPRON, trʌdʒ
trudging, REF, trudge
trudge, UKPRON, trʌdʒ
true, UKPRON, truː
trueblue, NA, Not in dictionary
truer, REF, true
true, UKPRON, truː
truest, REF, true
true, UKPRON, truː
truffle, UKPRON, ˈtrʌf.əl
truffles, REF, truffle
truffle, UKPRON, ˈtrʌf.əl
truism, UKPRON, ˈtruː.ɪ.zəm
truisms, REF, truism
truism, UKPRON, ˈtruː.ɪ.zəm
truly, UKPRON, ˈtruː.li
trump, UKPRON, trʌmp
trumped, REF, trump
trump, UKPRON, trʌmp
trumpery, NA, Not in dictionary
trumpet, UKPRON, ˈtrʌm.pɪt
trumpeted, REF, trumpet
trumpet, UKPRON, ˈtrʌm.pɪt
trumpeter, UKPRON, ˈtrʌm.pɪ.tər
trumpeters, REF, trumpeter
trumpeter, UKPRON, ˈtrʌm.pɪ.tər
trumpeting, REF, trumpet
trumpet, UKPRON, ˈtrʌm.pɪt
trumpets, REF, trumpet
trumpet, UKPRON, ˈtrʌm.pɪt
trumps, REF, trump
trump, UKPRON, trʌmp
truncate, UKPRON, trʌŋˈkeɪt
truncated, UKPRON, trʌŋˈkeɪ.tɪd
truncates, REF, truncate
truncate, UKPRON, trʌŋˈkeɪt
truncating, REF, truncate
truncate, UKPRON, trʌŋˈkeɪt
truncation, UKPRON, trʌŋˈkeɪ.ʃən
truncations, NA, Not in dictionary
truncheon, UKPRON, ˈtrʌn.tʃən
truncheons, REF, truncheon
truncheon, UKPRON, ˈtrʌn.tʃən
trundle, UKPRON, ˈtrʌn.dəl
trundled, REF, trundle
trundle, UKPRON, ˈtrʌn.dəl
trundles, REF, trundle
trundle, UKPRON, ˈtrʌn.dəl
trundling, REF, trundle
trundle, UKPRON, ˈtrʌn.dəl
trunk, UKPRON, trʌŋk
trunking, UKPRON, ˈtrʌŋkɪŋ
trunks, NA, No UK prononciation
trunnion, NA, Not in dictionary
trunnions, NA, Not in dictionary
truss, UKPRON, trʌs
trussed, REF, truss
truss, UKPRON, trʌs
trusses, REF, truss
truss, UKPRON, trʌs
trussing, REF, truss
truss, UKPRON, trʌs
trust, UKPRON, trʌst
trusted, UKPRON, ˈtrʌs.tɪd
trustee, UKPRON, ˌtrʌsˈtiː
trustees, REF, trustee
trustee, UKPRON, ˌtrʌsˈtiː
trusteeship, UKPRON, ˌtrʌsˈtiː.ʃɪp
trustful, REF, trusting
trusting, UKPRON, ˈtrʌs.tɪŋ
trustfully, NA, Not in dictionary
trustfulness, NA, Not in dictionary
trusties, NA, Not in dictionary
trusting, UKPRON, ˈtrʌs.tɪŋ
trustingly, NA, Not in dictionary
trusts, REF, trust
trust, UKPRON, trʌst
trustworthiness, UKPRON, ˈtrʌstˌwɜː.ði.nəs
trustworthy, UKPRON, ˈtrʌstˌwɜː.ði
trusty, UKPRON, ˈtrʌs.ti
truth, UKPRON, truːθ
truthful, UKPRON, ˈtruːθ.fəl
truthfully, UKPRON, ˈtruːθ.fəl.i
truthfulness, UKPRON, ˈtruːθ.fəl.nəs
truths, REF, truth
truth, UKPRON, truːθ
try, UKPRON, traɪ
trying, UKPRON, ˈtraɪ.ɪŋ
tsetse, REF, tsetse-fly
tsetse-fly, UKPRON, ˈtet.si ˌflaɪ
tshirt, NA, Not in dictionary
tsunami, UKPRON, tsuːˈnɑː.mi
tswana, NA, Not in dictionary
tswanas, NA, Not in dictionary
tuareg, NA, Not in dictionary
tuaregs, NA, Not in dictionary
tuatara, NA, Not in dictionary
tub, UKPRON, tʌb
tuba, UKPRON, ˈtʃuː.bə
tubas, REF, tuba
tuba, UKPRON, ˈtʃuː.bə
tubby, UKPRON, ˈtʌb.i
tube, UKPRON, tʃuːb
tubed, NA, Not in dictionary
tubeless, NA, Not in dictionary
tuber, UKPRON, ˈtʃuː.bər
tubercular, UKPRON, tʃuːˈbɜː.kjə.lər
tuberculosis, UKPRON, tʃuːˌbɜː.kjəˈləʊ.sɪs
tubers, REF, tuber
tuber, UKPRON, ˈtʃuː.bər
tubes, REF, tube
tube, UKPRON, tʃuːb
tubing, UKPRON, ˈtʃuː.bɪŋ
tubs, REF, bathtub
bathtub, UKPRON, ˈbɑːθ.tʌb
tubular, UKPRON, ˈtʃuː.bjə.lər
tubules, REF, tubule
tubule, UKPRON, ˈtʃuː.bjuːl
tuck, UKPRON, tʌk
tucked, REF, tuck
tuck, UKPRON, tʌk
tucker, UKPRON, ˈtʌk.ər
tuckers, NA, Not in dictionary
tucking, REF, tuck
tuck, UKPRON, tʌk
tucks, REF, tuck
tuck, UKPRON, tʌk
tues, REF, tue
tue, NA, No UK prononciation
tuesday, UKPRON, ˈtʃuːz.deɪ
tuesdays, REF, tuesday
tuesday, UKPRON, ˈtʃuːz.deɪ
tuft, UKPRON, tʌft
tufted, UKPRON, ˈtʌf.tɪd
tufting, NA, Not in dictionary
tufts, REF, tuft
tuft, UKPRON, tʌft
tug, UKPRON, tʌɡ
tugela, NA, Not in dictionary
tugged, REF, tug
tug, UKPRON, tʌɡ
tugging, REF, tug
tug, UKPRON, tʌɡ
tugs, REF, tug
tug, UKPRON, tʌɡ
tuition, UKPRON, tʃuːˈɪʃ.ən
tulip, UKPRON, ˈtʃuː.lɪp
tulips, REF, tulip
tulip, UKPRON, ˈtʃuː.lɪp
tumble, UKPRON, ˈtʌm.bəl
tumbled, REF, tumble
tumble, UKPRON, ˈtʌm.bəl
tumbledown, UKPRON, ˈtʊm.bəl.daʊn
tumbler, UKPRON, ˈtʌm.blər
tumblers, REF, tumbler
tumbler, UKPRON, ˈtʌm.blər
tumbles, REF, tumble
tumble, UKPRON, ˈtʌm.bəl
tumbling, REF, tumble
tumble, UKPRON, ˈtʌm.bəl
tumbrils, NA, Not in dictionary
tumescent, UKPRON, tʃuːˈmes.ənt
tummies, REF, tummy
tummy, UKPRON, ˈtʌm.i
tummy, UKPRON, ˈtʌm.i
tumour, UKPRON, ˈtʃuː.mər
tumours, REF, tumour
tumour, UKPRON, ˈtʃuː.mər
tumult, UKPRON, ˈtʃuː.mʌlt
tumults, REF, tumult
tumult, UKPRON, ˈtʃuː.mʌlt
tumultuous, UKPRON, tʃuːˈmʌl.tʃu.əs
tumultuously, UKPRON, tʃuːˈmʌl.tʃu.əs.li
tumulus, UKPRON, ˈtjuː.mjə.ləs
tun, UKPRON, tʌn
tuna, UKPRON, ˈtʃuː.nə
tunable, NA, Not in dictionary
tunas, REF, tuna
tuna, UKPRON, ˈtʃuː.nə
tundra, UKPRON, ˈtʌn.drə
tundras, NA, Not in dictionary
tune, REF, tune-up
tune-up, UKPRON, ˈtʃuːn.ʌp
tune, UKPRON, tjuːn
tuned, REF, pitched
pitched, UKPRON, pɪtʃt
pitched, UKPRON,  -pɪtʃt
tuned, UKPRON, tʃuːnd
tuneful, UKPRON, ˈtʃuːn.fəl
tunefully, UKPRON, ˈtʃuːn.fəl.i
tuneless, UKPRON, ˈtʃuːn.ləs
tunelessly, UKPRON, ˈtʃuːn.ləs.li
tuner, UKPRON, ˈtʃuː.nər
tuners, REF, tuner
tuner, UKPRON, ˈtʃuː.nər
tunes, REF, tune
tune, REF, tune-up
tune-up, UKPRON, ˈtʃuːn.ʌp
tune, UKPRON, tjuːn
tungsten, UKPRON, ˈtʌŋ.stən
tunic, UKPRON, ˈtjuː.nɪk
tunics, REF, tunic
tunic, UKPRON, ˈtjuː.nɪk
tuning, UKPRON, ˈtʃuː.nɪŋ
tunings, NA, Not in dictionary
tunisia, UKPRON, ˈtʃuː.nɪz.i.ə
tunisian, UKPRON, ˈtʃuː.nɪz.i.ən
tunnel, UKPRON, ˈtʌn.əl
tunnelled, REF, tunnel
tunnel, UKPRON, ˈtʌn.əl
tunnellers, REF, tunneller
tunneller, UKPRON, ˈtʌn.əl.ər
tunnelling, REF, tunnel
tunnel, UKPRON, ˈtʌn.əl
tunnels, REF, tunnel
tunnel, UKPRON, ˈtʌn.əl
tunny, NA, Not in dictionary
tuns, REF, tun
tun, UKPRON, tʌn
tuppence, UKPRON, ˈtʌp.əns
tuppences, NA, Not in dictionary
turban, UKPRON, ˈtɜː.bən
turbans, REF, turban
turban, UKPRON, ˈtɜː.bən
turbid, UKPRON, ˈtɜː.bɪd
turbidity, UKPRON, tɜːˈbɪd.ə.ti
turbine, UKPRON, ˈtɜː.baɪn
turbines, REF, turbine
turbine, UKPRON, ˈtɜː.baɪn
turbo, UKPRON, ˈtɜːbəʊ
turbocharged, UKPRON, ˈtɜː.bəʊˌtʃɑːdʒd
turbocharger, UKPRON, ˈtɜː.bəʊˌtʃɑː.dʒər
turboprop, REF, turbine
turbine, UKPRON, ˈtɜː.baɪn
turboprop, UKPRON, ˈtɜː.bəʊ.prɒp
turbot, UKPRON, ˈtɜː.bət
turbulence, UKPRON, ˈtɜː.bjə.ləns
turbulent, UKPRON, ˈtɜː.bjə.lənt
tureen, UKPRON, tjuˈriːn
tureens, REF, tureen
tureen, UKPRON, tjuˈriːn
turf, UKPRON, tɜːf
turfed, REF, turf
turf, UKPRON, tɜːf
turfs, REF, turf
turf, UKPRON, tɜːf
turfy, NA, Not in dictionary
turgid, UKPRON, ˈtɜː.dʒɪd
turgidity, UKPRON, tɜːˈdʒɪd.ə.ti
